1, -14.548519, 2.20403739144203
1, -14.548519, 9.129830771549472
1, -11.568105390810315, 8.31129384273525
1, -9.229977029523162, 7.260788304759664
1, -8.84975678928398, 6.982214067996552
1, -8.428205638433433, 6.5191247744737675
1, -8.432389034908242, 6.508559177217276
1, -10.80139247681039, 4.1013033498406095
2, -14.548519, 9.926863123805873
2, -14.548519, 15.794254405358279
2, -7.587905095731111, 10.091558974720776
2, -7.778569517118247, 9.667167871354401
2, -8.326026292389466, 9.368548432011643
2, -8.333121289998802, 9.366408421350163
2, -9.637230257116917, 9.315749297141036
3, -8.432389034908242, 6.508559177217276
3, -8.428205638433433, 6.5191247744737675
3, -8.363420080350386, 6.565739987720556
3, -8.238694101102176, 6.440494227644065
3, -8.24838213808906, 6.3549249836095125
4, -8.84975678928398, 6.982214067996552
4, -9.229977029523162, 7.260788304759664
4, -8.710072305937471, 7.110068969375557
4, -8.16177846712521, 6.722208905049836
4, -8.193413228886474, 6.686950626188777
4, -8.3652780996325, 6.66608856310355
5, -8.428205638433433, 6.5191247744737675
5, -8.84975678928398, 6.982214067996552
5, -8.3652780996325, 6.66608856310355
5, -8.363420080350386, 6.565739987720556
6, -8.243093921795214, 5.65611160238726
6, -8.278234226667927, 5.552275633823118
6, -8.298607884186335, 5.516162379526596
6, -9.882088787642497, 4.548043537364822
6, -10.80139247681039, 4.1013033498406095
6, -8.432389034908242, 6.508559177217276
6, -8.24838213808906, 6.3549249836095125
7, -8.278234226667927, 5.552275633823118
7, -8.243093921795214, 5.65611160238726
7, -7.877894433422985, 6.294922627668198
7, -7.677324048942482, 6.412203916078506
7, -7.59184030859548, 6.3814894174841585
7, -7.559571986686567, 6.222536095745079
7, -7.547794288907169, 6.041979479953702
8, -14.548519, -1.6555429999999998
8, -14.548519, 2.20403739144203
8, -10.80139247681039, 4.1013033498406095
8, -9.882088787642497, 4.548043537364822
8, -7.792878267332024, 4.73341743585274
8, -7.372717852005279, 4.583117649834824
8, -7.36894514722194, 4.509214247346191
8, -13.690809140626207, -1.6555429999999998
9, -8.238694101102176, 6.440494227644065
9, -8.194838257595137, 6.512737888198964
9, -8.032068429078413, 6.5222222903503395
9, -7.942214263230099, 6.449648386723735
9, -7.877894433422985, 6.294922627668198
9, -8.243093921795214, 5.65611160238726
9, -8.24838213808906, 6.3549249836095125
10, -8.194838257595137, 6.512737888198964
